번호,제목,글쓴이,작성일,조회,추천,링크,본문,갤러리,날짜,닉네임,IP,상세날짜,댓글
5288188,타로랑 점 맞춘 후기 써봄,역갤러(220.65),2023-11-23,191.0,2.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=5288188&search_pos=-5260386&s_type=search_subject_memo&s_keyword=사주&page=5,"역갤에 해고당했다는 글 여러번 썼었어
투잡하고 있었는데, 10월 중순에 한꺼번에 해고당함
부당해고로 신고했으나  법적으로 혐의 없다는 결과까지 받아 죽고 싶었음
아래는 앞으로 직장운이 있을지만 물어봤는데 맞춘거 적어봄
타로카드:
여초직장이었네요
(0) ,
여자상사였죠
?(0)
님 잘못 아닌데
(0, 말도 안되는 이유였음, 전 직장에서도 상사가 너 성격 세긴한데 일은 참 잘한다고 인정했고 다른 상사는 뒤에서 나 일잘한다고 칭찬하고 다녔었음)
여자가 널 질투하고 시기했음
그사람 감정적인 사람임
(0 해고
당하기 일주일전에 여자상사랑 말싸움함. 그 이유는 나 쉬는날에
내게 전화를 했는데 난 자고 있었음. 2시간후에 답장했더니 왜 전
화 안받냐며 업무전환데 앞으로 신경좀 쓰라고 해서 , 내가 쉬는  날에 쉬는데  업무상으로 신경쓰라는 말을 들을 일이냐고 했더니  그 이후로 나한테 시비걸고 째려보고 정신적으로 괴롭힘)
님 일 잘함, 직장에서 동료들이 좋아했음
(0, 난 내 일 다 하고
다른 동료 일도 도와줬고 동료들이 몰래 나 불러서 고맙다고
먹을꺼 주기도 헀음)
앞으로도 여자상사 만남, 님 능력보다 낮은곳 들어갈꺼임. 그 상사가 직장내 괴롭힘 할꺼임
(면접 본 곳이 있는데 여자상사였고,  엄청 낮춰서 갔음. 그 사람도 굳이 여길 지원한 이유가 뭐냐고 물어봄. 내 스펙 맘에 들어함, 근데 되게 까다로워 보여서,,, 걱정됨)
점성술:
님 잘못 아닌데 정치질로 짤렸네요(0)
님 잘못 절대 아니었음, 수성발달자로 일머리 좋음(0)
올해는 뭐든 깨지는 해였다
(0,사주로도 내 기신운, 너무 힘들어서 원형탈모도 생기고 새치까지 생김. 첨있는 일이었음)
여자상사였나? 그 사람이 당신 시기함. (0)
내년1월까지 좋은 직장 못감 (많이 낮춰서 지원하고 있었음)
내가 먼저 직종 오픈 안하고 그냥 앞으로 직장운만
봤는데 저걸 맞춘다는게 놀라웠고
또, 둘이 해고에 대해서 똑같은 말응 해서위안도 되고 신기하더라
그나마 내년부터는 서서히 좋아진다니깐 너무 다행임 ㅜ
수기신이라서 올해 10월이 특히 헬이었거든",,,,,,
6273638,년지에 편인있으면 보통 어렸을때 해외로 가..??,역갤러(118.235),2024-04-22,206.0,1.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=6273638&search_pos=-6240386&s_type=search_subject_memo&s_keyword=사주&page=7,"어렸을때 유학이나 해외여행 많이 다녔던 애들
사주 보면 년지 편인이 많네 ..
역마살 없어도 년지 편인이면 저럼 ;",,,,,,
16682914,사주에 목기 없으면...,ㅇㅇ(106.101),2021-06-13,158.0,1.0,https://gall.dcinside.com/board/view/?id=divination&no=16682914&search_pos=-16635549&s_type=search_subject_memo&s_keyword=사주&page=11,"인간미나 감수성이 척박한가....
목기 없는 사람들 어떠함?",,,,,,
13346678,사주올리신 축월 무자님,ㅇㅇ(61.83),2020-03-28,133.0,2.0,https://gall.dcinside.com/board/view/?id=divination&no=13346678&search_pos=-13305549&s_type=search_subject_memo&s_keyword=사주&page=1,"열등감 갖는다고 써주셨는데 안타깝습니다.
토 지장간은 비겁이더라도 잘 쓰실 수 있어요.
강박증 가지실 필요없으세요.
힘내시길바래요.
무기토분들은 설사 비겁이더라도
토비겁 지장간을 잘 활용할 수 있습니다.",,,,,,
8516741,사주에 많은 기운은 확실히 잘 쓰는듯 기신이라도,역갤러(106.101),2025-03-16,98.0,1.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=8516741&search_pos=-8470386&s_type=search_subject_memo&s_keyword=사주&page=9,"용신대운에는
없으면 용신대운이라도 잘 못쓰고 뚝딱이는듯 ? 그래도 결과는 좋고",,,,,,
11836319,썸남사주 인데 어땡?><,체리(27.35),2019-10-04,121.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=11836319&search_pos=-11805549&s_type=search_subject_memo&s_keyword=사주&page=12,다정하고 말도 이쁘게해ㅎㅎ 시간은 몰랑ㅠ 삼주만 봤을때 어때?.         이사람 수용신맞아? 화용신인가?ㅠ,,,,,,
8341129,내 사주가 배우자 덕을 보고 사는 사주라고?,한남기죽이는갑목녀(223.39),2025-02-18,107.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=8341129&search_pos=-8300386&s_type=search_subject_memo&s_keyword=사주&page=19,"구라치지마ㅠ 시방
나 사주볼때마다 남자복 개빻은 사주라햇는데
- dc official App",,,,,,
11688029,아니 걍 사주 안 좋은 것들은 전부 건전하게 영구중성화해.,ㄴ.ㄴ(218.146),2019-09-16,23.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=11688029&search_pos=-11655549&s_type=search_subject_memo&s_keyword=사주&page=8,ㅇㅇ,,,,,,
7188910,내 사주의 비밀을 알아버렸음 ㄷㄷㄷㄷㄷ,두춘봉,2024-09-04,102.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=7188910&search_pos=-7150386&s_type=search_subject_memo&s_keyword=사주&page=7,내 주변엔 다 나에게 기생하려는 씹새끼들 뿐이라는걸 ㄷㄷㄷ,,,,,,
9509554,사주 봐줘라,역갤러(211.235),2025-08-31,35.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=9509554&search_pos=-9460386&s_type=search_subject_memo&s_keyword=사주&page=12,,,,,,,
5610891,남자는 사주에 관이 있어야,찐보,2024-01-12,127.0,7.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=5610891&search_pos=-5580386&s_type=search_subject_memo&s_keyword=사주&page=4,"자기 여자를 지킬줄 안대
- dc official App",,,,,,
6346818,사주 사이트 추천좀,ㅇㅇ(211.243),2024-05-01,249.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=6346818&search_pos=-6310386&s_type=search_subject_memo&s_keyword=사주&page=1,엑스퍼트로 보는거는 좀 믿을만한가요??,,,,,,
14764261,23.새로운 병술(丙戌)일주 분석,허주명리학(14.52),2020-09-23,15240.0,27.0,https://gall.dcinside.com/board/view/?id=divination&no=14764261&search_pos=-14725549&s_type=search_subject_memo&s_keyword=사주&page=9,"명리혁명 심화편
23.새로운 병술(
丙
戌
)일주
프롤로그
* 일주분석은 결혼후 독립하여 일주가 삶의 중심이 된 기혼자분들 대상임.
* 미혼이고 부모님과 같이 사는 분들은 월주를 일주분석에 대입하여 볼것
* 일주 2글자를 분석하고 확장하여 사주팔자 전체를 감명하기 위한 트레이닝 과정임.
* 일주 분석의 형식을 취했지만 물상론, 자의해석, 음양오행, 천간론, 형충회합파해, 십신, 새로운 12운성,새로운 12신살, 공망등신살, 새로운 지장간, 세운분석등 명리학의 기본적인 모든 이론을 종합하였음.
* 명리입문자나 초급, 3년 미만인 분은 내용이 다소 어려울수 있으니 카페에 올려져 있는 '명리혁명 기초편'을 읽어본 후 읽어보시길 권함
1.자연물상/동물상
병술(
丙
戌
)일주는 일락서산 즉, 서산에 지는 태양이다. 일간이 태양이지만 지는 해이니
겉으로는 화려하지만 실속은 없다. 지는 해를 보고 개가 짖고 있는 형상이니 책임감이 강하다.
병화는 밝고 술토는 늦가을이니
겉은 명랑하고 밝지만 내면은 외로움과 쓸쓸함을 간직하고 있다.
머리가 총명하고 학문과 예술에 뛰어난 재능을 가지고 있다. 종교, 학문, 예술방면에 남다른 재주와 관심을 가진다.
2.일간일지의 음양오행및 관계
일간 丙화는 양중의 양이다.
적천수에 보면 오양개양병위최(五陽皆陽丙爲最)라고 했다.
갑병무경임이 모두 양이지만 그중에 병화가 최고의 양이라는 뜻이다. 정열적이고 명랑하며 적극적이다.
병화는 비밀을 지키지 못하고 거짓말을 잘 못하는데, 병술은 다소 다른 경향이 나온다. 병술의 술토는 화의 묘지가 되니 그러한 밝고 솔직한 성장이 잘 드러나지 않는다. 지지에 묘지를 가지고 있으면 본래의 병화의 드러내고 나서는 성향보다 숨기고 감추는 성향이 더 잘 나온다.
일지 戌토는 계절로는 늦가을로 겨울로 넘어가는 환절기에 해당된다. 동물로는 개이고, 시간으로는 늦은 저녁이다. 개는 지키고 보호하는 것이 임무이니 책임감이 강하다. 개처럼 물고 늘어지니 끈질김이 돋보인다. 축토가 생명을 잉태하는 숙성의 토라면 술토는 만물이 죽어 흙속에 묻히는 매장의 토다. 만물이 술토에서 삶의 과정을 마치고 묻히게 된다. 쓸쓸하고 외로움이 가득하다.
3.일간기준 십신관계- 식신, 일간을 지켜주는 훌륭한 보디가드
일지 戌토은 십신으로 식신이라고 할수 있다. 식신은 오행에 따라 10개의 다양한 식신이 존재한다. 목에서 화로 진행하는 식신이나, 금에서 수로 진행하는 식신과 다르게 화에서 토로 진행하는 식신은 속도가 더디다. 가파르게 오르다가 정상무렵에서 속도가 줄어들고 진행이 더딘 식신이다. 술토의 식신은 건토이므로 무슨일이든 빨리 해치워야 직성이 풀린다. 성격이 급하고 속전속결이다. 무골호인이지만 조급함이 병이다. 식신이라기 보다는 상관의 성급함이 느껴지는 식신이다. 여명이라면 술토는 水기운도, 영양분도 없으니 주변에 수기운이 없다면 출산때 어려움을 겪는 경우가 있다. 식신은 베푸는 성향인데, 영양분도 없는 건토이므로 베풀만한것이 보잘것 없다.
남자는 병화는 태양이라 잘난척하는 성향이 있는데 술해 천문에 해당하니 이상이 높고 권력과 명예욕이 강하다. 식신이 일간을 지켜주는 보디가드인 이유는 일간을 극하는 편관을 막아주기 때문이다. 편관의 입장에서 보면 식신은 편관이 되기 때문에 식신을 두려워한다.
4.새로운 12운성및 새로운 12신살(체와 용)
병술(丙戌)일주는
새로운 12운성상 묘지(墓地)에 해당된다. 양간이니 기존의 12운성 포태법도 묘지(墓地)였다. 일간의 묘지가 되니 자기입묘가 된다. 자기입묘가 된다는 것은 죽었다는 말이 아니다.
허주가 쓴 '삼재(三災) 의미없다'에 내용처럼 병화는 술토에 입묘가 되어야만 해자축 수의 시절을 잘 넘길수 있는것이다.
묘처럼 작은 공간에 들어가 있는 형상이니 답답하기는 하겠다. 양중의 양 병화라서 더욱 그렇수 있다.
정신적이든 육체적이든 갇히는 일을 경험하게 된다. 자기입묘라 들어온것은 나가지 않게 하니 구두쇠인 경우가 많고 속내를 드러나지 않으니 겉으로는 병화 일간임을 알기 어렵다.
생욕대, 록왕쇠는 육체적인 역량이 강화되시는 시기 (공성의 시기)
병사묘,절태양은 정신적인 역량이 강화되는 시기 (재충전및 수성의 시기)
신살로는 병술은 백호살인데 여명에서 술토가 식신에 해당되니 자식으로 인한 근심이 있다.
백호살이니 본인이나 배우자가 사고나 수술등 횡액을 당할 소지가 있다.
백호살은 7가지가 있는데 다음과 같다.
정축, 계축, 무진,갑진, 임술, 병술, 을미
(간편암기: 정계축, 무갑진,임병술, 을미)
5.공망의 의미와 공망구하는법
공망은 천간의 10개의 글자와 지지의 12글자를 짝을 짓다보면 지지의 2글자가 남게 되는데 길고 긴 세월을 보는 사주원국의 간명에는 적합치 않고 단기간의 결과를 보는 주역이나, 육효등 점술에 유용하니 또 이를 중요한 관법으로 보는 이들이 있어 기재해놓기로 한다. 공망은 가까운 시일내의 길흉을 보는 시험일, 재판날, 결혼일등의 일진을 보는데 유용하다.
공망을 구하는 법은 다음과 같다.
천간: 甲(1), 乙(2), 丙(3), 丁(4), 戊(5), 己(6), 庚(7), 辛(8), 壬(9), 癸(10)
지지: 子(1), 丑(2), 寅(3), 卯(4),辰(5), 巳(6), 午(7), 未(8), 申(9), 酉(10),戌(11),亥(12)
戌(11)-丙(3)= 8 이 되는데 양의 수이니 그대로 8이 된다.
7, 8이 짝을 이루는데 오미(午未)가 되니
丙戌 일주의 공망은 午未가 된다.
6.새로운 지장간-일간의 라이프스타일 분석
병술일주 술토의 지장간에는 신정무(辛(정재), 丁(겁재), 戊(식신))를 가지고 있는데
천간의 머문 시간은 한달 기준으로 정재(9일), 겁재(3일), 식신(18일)이 된다.
병화는 양간이니 정화 겁재를 반기지 않으니 겁재적 성향은 잘 나타나지 않는다.
양간 병화는 신금 정재를 반기니 정재의 성향이 강해서 알뜰하고 꼼꼼하고 치밀하면 계산적이다.
일지는 명주의 사생활과 라이프스타일을 보여주는데, 식신의 환경에서 정재, 겁재의 활동을 하고 있다. 병화가 양간이고 겁재가 머문기간이 3일로 짧아서 겁재의 성향은 잘 드러나지는 않지만 이따금 겁재로 인한 재의 분탈이 있기도 한다. 식신의 환경이나 술토는 영양분이 없는 토이고 술토는 개라 지키는 성향이 강하다. 베푸는 식신의 기질보다는 아끼고 절약하고 저금하는 정재의 스타일로 살아간다.
7.배우자,재물운, 직장분석
대체로 남녀 공히 배우자연은 좋지 않다. 여명은 배우자궁이 식신이라 그렇고, 남명은 술토가 건토라서 병화일간을 잘 받아들이지 못하기 때문이다. 남자는 지장간과 암합을 하니 숨겨둔 여자가 있을수 있다.
직업적으로는 교육계통(식신의 영향), 금융계통(정재의 성향), 역학,종교(술해천문의 영향)등 활인업이 좋고 일주가 백호살이니 생사를 다루는 직업이나 칼쓰는 무관직업과 인연이 있다.
사업도 좋고 전문직도 좋다.
8.천간합극및 형충회합파해 원진
천간합:
병
신합-수 (
丙
辛合水)- 합하여 합화가 안되는 경우가 대부분인데
지지에 수의 세력이 강하면(월지포함-삼합,방합의 경우) 합화가 되어 새로운 수가나올수 있다.
천간극:
천간의 壬수가 丙화를 극한다
. 丙화의 입장에서는 壬수가 편관이 되기 때문이다.
천간의 극은 나쁘게 말하면 스트레스지만, 좋은 쪽으로 보면 자극이 된다. 삶에 자극이 들어오면
변화가 생긴다. 현재의 상태로는 힘들기 때문에 변화를 추구하는데 좋은 방향으로 변화를 추구하면 삶에 발전이 있게 된다.
지지합:卯
戌
합(육합),삼합-寅午
戌
(用- 火의 운동),방합-申酉
戌
(體- 金의 운동)
지지충:辰
戌
충 원진: 巳
戌
(약한 원진의 기운이다) 삼형:丑
戌
未
지지파:
戌
未파 지지해: 酉
戌
해
* 戌未는 형도 되고 파도 된다.
9.경자년(2020년)운세 Tip- 사주의 핵심은 운을 보는 것이다.
병술일주의 병화일간이 2019년에 절지, 2020년에 태지, 2021년에 양지니 바닥을 찍고 조금씩 올라간다고 볼수있다. 양중의 양이니 힘든시기를 보내야 한다.2020년부터 양지, 2022년 장생하니 한결 나아진다. 이 시기는 외부활동을 줄이고 독서및 공부등을 하면서 보내는게 좋겠다. 일간이 그렇고 재성운이나 관성,인성운은 각각 달리 봐야한다.
천간과 지지의 관계를 살피는 새로운 12운성에는 말그대로 12개의 흐름이 있다.
생욕대, 록왕쇠, 병사묘, 절태양인데 천간을 글자를 대비하여 亥子丑, 寅卯辰, 巳午未, 申酉戌의
지지의 12글자에 대비한 것이니 그 흐름에 있으면 좋고 무탈하다.
또한 12운성의 글자에는 어느것이 좋고, 어느 것이 나쁨이 없다. 午화가 子수보다 좋고
辰토가 戌토보다 좋고 나쁨이 없다. 그 글자의 성향과 흐름에 맞게 쓰면 좋다.
Written by 명리혁명을 꿈꾸는 허주명리학",,,,,,
9380501,조열한 사주면 수 용신으로 잡나,역갤러(218.151),2025-08-08,152.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=9380501&search_pos=-9330386&s_type=search_subject_memo&s_keyword=사주&page=12,"조열한 사주에 수기 하나 있으면
그걸 용신으로 잡나? 아니면
조열사주가 신약이면 인비용신으로 잡나",,,,,,
11432723,미라클긍정 평생 괴로움당할 사주,ㅇㅇ(175.223),2019-08-20,70.0,1.0,https://gall.dcinside.com/board/view/?id=divination&no=11432723&search_pos=-11395549&s_type=search_subject_memo&s_keyword=사주&page=3,ㅇ,,,,,,
5720522,그나이쯤되면 돈도 많이벌었을텐데,ㅇㅇ(223.39),2024-01-30,37.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=5720522&search_pos=-5690386&s_type=search_subject_memo&s_keyword=사주&page=4,"한국사람들 부양할가족많아도
연예인만큼 많이벌지않아도
어찌저찌먹여살리는데
부양가족들한테 명품 꾸준히 사주는지
계속 광고찍고 방송나오네",,,,,,
